keyword,title,link,summary,date,전처리,감성점수,감성결과
일론 머스크,멜라니아 여사와 인사 나누는 일론 머스크,https://www.newsis.com/view/NISI20241028_0001687200,"Tesla CEO Elon Musk attends a campaign rally for Republican presidential candidate former President Donald Trump held at Madison Square Garden in New York on the 27th (local time) and is greeting former President Trump's wife, Melania Trump, after giving a speech in support. . 2024.10.28.",2024-10-28,"Tesla CEO Elon Musk attends a campaign rally for Republican presidential candidate former President Donald Trump held at Madison Square Garden in New York on the 27th  local time  and is greeting former President Trump s wife, Melania Trump, after giving a speech in support. . 2024.10.28.",0.77,Positive
일론 머스크,트럼프 수혜주' 테슬라 쓸어담는 서학개미,https://www.newsis.com/view/NISX20241028_0002936017," Tesla CEO Elon Musk is publicly supporting Trump in this presidential election. Securities companies are giving a positive outlook for Tesla's stock price next year. Park Yeon-joo, a researcher at Mirae Asset Securities, said, ""Tesla's stock price is highly volatile, and this is likely to continue until meaningful autonomous driving sales occur."" ",2024-10-28,"Tesla CEO Elon Musk is publicly supporting Trump in this presidential election. Securities companies are giving a positive outlook for Tesla s stock price next year. Park Yeon joo, a researcher at Mirae Asset Securities, said,  Tesla s stock price is highly volatile, and this is likely to continue until meaningful autonomous driving sales occur.",0.94,Positive
일론 머스크,"뉴욕 찾은 트럼프 ""4년 전보다 나아졌나?…해리스, 넌 해고야""",https://view.asiae.co.kr/article/2024102809385326410," Senator Vance, Tesla CEO Elon Musk, and former New York Mayor Rudy Giuliani also attended as speakers. Senator Vance repeated former President Trump's catchphrase, saying, ""In nine days, we will tell Kamala Harris, 'You are fired. Go back to San Francisco, where you belong. Get out of the White House.'"" 'MAGA' hat... ",2024-10-28,"Senator Vance, Tesla CEO Elon Musk, and former New York Mayor Rudy Giuliani also attended as speakers. Senator Vance repeated former President Trump s catchphrase, saying,  In nine days, we will tell Kamala Harris,  You are fired. Go back to San Francisco, where you belong. Get out of the White House.    MAGA  hat...",-0.56,Negative
일론 머스크,"""대체 언제쯤""…테슬라, 7000만원 내고 계약했는데 속 터진다",https://www.hankyung.com/article/202410283109g," According to the foreign news outlet Business Insider on the 28th, Tesla CEO Elon Musk mentioned in the recent third quarter earnings announcement that the launch was delayed due to more urgent projects than Lodestar. CEO Musk said in July that the Roadster would be released in 2025. CEO Musk said, ""The Roadster hasn't been released yet... ",2024-10-28,"According to the foreign news outlet Business Insider on the 28th, Tesla CEO Elon Musk mentioned in the recent third quarter earnings announcement that the launch was delayed due to more urgent projects than Lodestar. CEO Musk said in July that the Roadster would be released in 2025. CEO Musk said,  The Roadster hasn t been released yet...",0.05,Neutral
일론 머스크,"美필라델피아검찰,머스크 금권선거 ""불법복권행위""소송 제기",https://www.hankyung.com/article/202410284762i," Philadelphia prosecutors filed a lawsuit alleging that a political action committee (PAC) controlled by billionaire Elon Musk was conducting a $1 million sweepstakes to registered voters in swing states as an ""illegal lottery operation."" According to CNBC on the 28th (local time), Philadelphia prosecutors said the U.S. Department of Justice had found that Musk's America PAC was holding a $1 million giveaway... ",2024-10-28,"Philadelphia prosecutors filed a lawsuit alleging that a political action committee  PAC  controlled by billionaire Elon Musk was conducting a  1 million sweepstakes to registered voters in swing states as an  illegal lottery operation.  According to CNBC on the 28th  local time , Philadelphia prosecutors said the U.S. Department of Justice had found that Musk s America PAC was holding a  1 million giveaway...",-0.27,Negative
일론 머스크,글로벌 CEO들의 '정보전' 가속화,http://www.g-enews.com/ko-kr/news/article/news_all/202410270842042446fbbec65dfb_1/article.html," Tesla CEO Elon Musk's actions are also attracting attention. Musk maintains close relationships with CEOs of major companies, including Activision Blizzard's Bobby Kotick, IAC's Barry Diller, and Warner Bros. Discovery's David Zaslav. Furthermore, we regularly communicate with Russian President Vladimir Putin to discuss business and geopolitical issues... ",2024-10-28,"Tesla CEO Elon Musk s actions are also attracting attention. Musk maintains close relationships with CEOs of major companies, including Activision Blizzard s Bobby Kotick, IAC s Barry Diller, and Warner Bros. Discovery s David Zaslav. Furthermore, we regularly communicate with Russian President Vladimir Putin to discuss business and geopolitical issues...",0.48,Positive
일론 머스크,"“내 남편, 차기 대통령”…훌훌 떠났던 멜라니아가 돌아왔다 [포착]",https://www.seoul.co.kr/news/international/2024/10/28/20241028500161?wlog_tag3=naver," ‘Native New Yorker’ Trump, Elon Musk and other famous people from inside and outside the party appear on the stage of dreams in enemy territory. Trump, the Republican presidential candidate, made a last-minute appearance at Madison Square Garden in New York on the 27th, 9 days before the presidential election. New York, the ‘Democratic Party’s stronghold,’ is virtually an ‘enemy camp’ for Trump. However, Trump decides the winner of the presidential election... ",2024-10-28,"Native New Yorker  Trump, Elon Musk and other famous people from inside and outside the party appear on the stage of dreams in enemy territory. Trump, the Republican presidential candidate, made a last minute appearance at Madison Square Garden in New York on the 27th, 9 days before the presidential election. New York, the  Democratic Party s stronghold,  is virtually an  enemy camp  for Trump. However, Trump decides the winner of the presidential election...",0.66,Positive
일론 머스크,트럼프 고향' 뉴욕에 지지인사 총집결…멜라니아도 등판(종합)[2024美대...,https://www.newsis.com/view/NISX20241028_0002936452," Musk: ""We've been wasting U.S. taxpayers' money... We will reduce the deficit by $2 trillion."" Billionaire Elon Musk, who is supporting candidate Trump in both material and spiritual ways, also added firepower. He went on stage that day and emphasized his unique support belief, saying, “I am not just MAGA (Make Amarica Great Again).” In addition, referring to the Biden administration's fiscal deficit, ""(Trump... ",2024-10-28,"Musk   We ve been wasting U.S. taxpayers  money... We will reduce the deficit by  2 trillion.  Billionaire Elon Musk, who is supporting candidate Trump in both material and spiritual ways, also added firepower. He went on stage that day and emphasized his unique support belief, saying,  I am not just MAGA  Make Amarica Great Again .  In addition, referring to the Biden administration s fiscal deficit,   Trump...",0.38,Positive
일론 머스크,"이민 문제 목소리 높인 머스크, 불법 체류 신분 창업?",https://www.newsis.com/view/NISX20241028_0002936341,"Intern Reporter Hong Joo-seok = It has been claimed that Tesla CEO Elon Musk, who has raised his voice on border issues and illegal immigration issues, started his business as an illegal alien. On the 26th (local time), the Washington Post (WP) reported that Musk, from South Africa, was an illegal alien when he founded the startup company Zip2 in the United States in 1995...",2024-10-28,"Intern Reporter Hong Joo seok   It has been claimed that Tesla CEO Elon Musk, who has raised his voice on border issues and illegal immigration issues, started his business as an illegal alien. On the 26th  local time , the Washington Post  WP  reported that Musk, from South Africa, was an illegal alien when he founded the startup company Zip2 in the United States in 1995...",-0.74,Negative
일론 머스크,"트럼프 또 관세 언급...“반도체 기업에 보조금 왜 주나, 단 10센트도 내...",https://www.mk.co.kr/article/11151752," In this regard, Anna Kelly, spokeswoman for the Republican National Committee (RNC), said, “There is a reason why technology leaders like Elon Musk support President Trump. “They know that only President Trump can end our dependence on foreign supply chains and restore America’s position as the world’s manufacturing capital.” ",2024-10-28,"In this regard, Anna Kelly, spokeswoman for the Republican National Committee  RNC , said,  There is a reason why technology leaders like Elon Musk support President Trump.  They know that only President Trump can end our dependence on foreign supply chains and restore America s position as the world s manufacturing capital.",0.75,Positive
일론 머스크,"""트럼프와 관계 개선"" 손 내민 빅테크 억만장자들",https://view.asiae.co.kr/article/2024102809072875876," He also said that although not as effective as Tesla CEO Elon Musk, who is directly working to elect former President Trump, such actions by Apple, Google, and Amazon could have an impact on the stock market and the outlook for the U.S. economy. One person close to former President Trump said, “There are people who are realizing that former President Trump can be re-elected.” ",2024-10-28,"He also said that although not as effective as Tesla CEO Elon Musk, who is directly working to elect former President Trump, such actions by Apple, Google, and Amazon could have an impact on the stock market and the outlook for the U.S. economy. One person close to former President Trump said,  There are people who are realizing that former President Trump can be re elected.",-0.22,Negative
일론 머스크,"빅테크, 트럼프 재집권 대비 '눈도장 찍기'",https://www.asiatoday.co.kr/view.php?key=20241028010015233,"Elon Musk, owner of electric car manufacturer Tesla, early came out as a supporter of former President Trump. Musk invested more than $100 million (about 139.2 billion won) in election funds. Musk recently drew $1 million in cash every day from those who registered to vote and signed his petition supporting the 1st and 2nd Amendments.",2024-10-28,"Elon Musk, owner of electric car manufacturer Tesla, early came out as a supporter of former President Trump. Musk invested more than  100 million  about 139.2 billion won  in election funds. Musk recently drew  1 million in cash every day from those who registered to vote and signed his petition supporting the 1st and 2nd Amendments.",0.83,Positive
일론 머스크,"""비만치료제 복용한 70대 남성, 사망 이유가…"" 무서운 경고",https://www.hankyung.com/article/2024102823017," It is the main ingredient in obesity treatments such as 'Wegobee' and 'Ozempic' from Danish pharmaceutical company Novo Nordisk, which are cited as the secret to weight loss by overseas celebrities such as Tesla CEO Elon Musk and famous model Kim Kardashian. It suppresses appetite by making you feel full even if you eat less food. Mr. A has been taking semaglutide at a dose of 0.25mg for about 4 years... ",2024-10-28,"It is the main ingredient in obesity treatments such as  Wegobee  and  Ozempic  from Danish pharmaceutical company Novo Nordisk, which are cited as the secret to weight loss by overseas celebrities such as Tesla CEO Elon Musk and famous model Kim Kardashian. It suppresses appetite by making you feel full even if you eat less food. Mr. A has been taking semaglutide at a dose of 0.25mg for about 4 years...",-0.32,Negative
일론 머스크,"일론 머스크, 트럼프 당선 시 중국 정부와 관계는? 역할론에 관심",https://www.imaeil.com/page/view/2024102816423155484,"As former President Donald Trump, the U.S. Republican presidential candidate, is weighing the possibility of re-election, attention is also focused on the actions of Tesla, an electric vehicle company led by Elon Musk. As Musk has publicly supported former President Trump, there may be a backlash in China, an important market for Tesla, if former President Trump returns to power...",2024-10-28,"As former President Donald Trump, the U.S. Republican presidential candidate, is weighing the possibility of re election, attention is also focused on the actions of Tesla, an electric vehicle company led by Elon Musk. As Musk has publicly supported former President Trump, there may be a backlash in China, an important market for Tesla, if former President Trump returns to power...",0.69,Positive
일론 머스크,전문의 처방 필수인 비만치료제 ‘위고비’ 주의사항은?,https://www.hidoc.co.kr/healthstory/news/C0000932803," WeGoBe, which is receiving great attention from around the world, became a hot topic as it was reported to have been used by celebrities such as Tesla CEO Elon Musk and model Kim Kardashian. After they mentioned the weight loss effect of Wegobee, global sales and the pharmaceutical company's stock price soared, and even if people were not familiar with the name Wegobee... ",2024-10-28,"WeGoBe, which is receiving great attention from around the world, became a hot topic as it was reported to have been used by celebrities such as Tesla CEO Elon Musk and model Kim Kardashian. After they mentioned the weight loss effect of Wegobee, global sales and the pharmaceutical company s stock price soared, and even if people were not familiar with the name Wegobee...",0.42,Positive
일론 머스크,트럼프 “반도체기업에 돈 왜 주나…관세 매겨 美에 공장 짓자”,https://news.heraldcorp.com/view.php?ud=20241028050025,"On the other hand, Anna Kelly, spokeswoman for the Republican National Committee (RNC), said, “There is a reason why technology leaders like Elon Musk support President Trump. “They know that only President Trump can end our dependence on foreign supply chains and restore America’s position as the world’s manufacturing capital.”",2024-10-28,"On the other hand, Anna Kelly, spokeswoman for the Republican National Committee  RNC , said,  There is a reason why technology leaders like Elon Musk support President Trump.  They know that only President Trump can end our dependence on foreign supply chains and restore America s position as the world s manufacturing capital.",0.86,Positive
일론 머스크,머스크 비만약은 정말 ‘꿈의 치료제’일까,https://weekly.khan.co.kr/khnm.html?mode=view&code=114&artid=202410280600081,"Wigobi gained a reputation as a ‘dream obesity treatment’ after being introduced as a weight loss secret by celebrities such as Tesla CEO Elon Musk and Hollywood actors. After its domestic launch, a list of ‘hospital sites’ that prescribe Wigobi even to people without obesity disease has been circulating on social networking services (SNS). Non-face-to-face medical treatment and overseas direct purchase...",2024-10-28,"Wigobi gained a reputation as a  dream obesity treatment  after being introduced as a weight loss secret by celebrities such as Tesla CEO Elon Musk and Hollywood actors. After its domestic launch, a list of  hospital sites  that prescribe Wigobi even to people without obesity disease has been circulating on social networking services  SNS . Non face to face medical treatment and overseas direct purchase...",0.32,Positive
일론 머스크,트럼프 지지 호소하는 일론 머스크,https://www.newsis.com/view/NISI20241028_0001687199,"Tesla CEO Elon Musk attends the campaign rally of Republican presidential candidate former President Donald Trump held at Madison Square Garden in New York, USA on the 27th (local time) and appeals for support for Trump. 2024.10.28.",2024-10-28,"Tesla CEO Elon Musk attends the campaign rally of Republican presidential candidate former President Donald Trump held at Madison Square Garden in New York, USA on the 27th  local time  and appeals for support for Trump. 2024.10.28.",0.4,Positive
일론 머스크,“트럼프 대단해요”…빅테크 CEO들 잇달아 트럼프에 ‘러브콜’,https://www.mk.co.kr/article/11152413," The CEOs of Apple, Google, and Amazon are less involved in politics on the surface, unlike Tesla CEO Elon Musk, who is directly running to get Trump elected. But their actions could affect the stock market and the U.S. economic outlook, CNN added. In relation to this, Trump said, “Some companies say, ‘Trump could be elected again. I'm with Trump... ",2024-10-28,"The CEOs of Apple, Google, and Amazon are less involved in politics on the surface, unlike Tesla CEO Elon Musk, who is directly running to get Trump elected. But their actions could affect the stock market and the U.S. economic outlook, CNN added. In relation to this, Trump said,  Some companies say,  Trump could be elected again. I m with Trump...",0.09,Positive
일론 머스크,"미 대선 D-9, 트럼프, 뉴욕서 전당대회급 유세...해리스, 경합주서 '집토...",https://www.asiatoday.co.kr/view.php?key=20241028010015462," Senator Vance, former independent candidate Robert Kennedy Jr., Tesla CEO Elon Musk, 'Dr. Phil' Phil McGraw, broadcaster Tucker Carlson, and former professional wrestler Hulk Hogan appeared as supporting speakers and were evaluated as being at the national convention level. As attendees chanted 'USA', CEO Musk said, ""This is America's positive energy."" ",2024-10-28,"Senator Vance, former independent candidate Robert Kennedy Jr., Tesla CEO Elon Musk,  Dr. Phil  Phil McGraw, broadcaster Tucker Carlson, and former professional wrestler Hulk Hogan appeared as supporting speakers and were evaluated as being at the national convention level. As attendees chanted  USA , CEO Musk said,  This is America s positive energy.",0.82,Positive
일론 머스크,"미 CNN “빅테크, 트럼프 재선 가능성에 관계 개선 시도”",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8091466&ref=A," On the surface, the CEOs of Apple, Google, and Amazon are less involved in partisan politics than Tesla CEO Elon Musk, who is directly running to elect former President Trump, but their actions can affect the stock market and the U.S. economic outlook, CNN said. I did it. In an interview on the 18th, former President Trump spoke with Apple CEO Tim Cook... ",2024-10-28,"On the surface, the CEOs of Apple, Google, and Amazon are less involved in partisan politics than Tesla CEO Elon Musk, who is directly running to elect former President Trump, but their actions can affect the stock market and the U.S. economic outlook, CNN said. I did it. In an interview on the 18th, former President Trump spoke with Apple CEO Tim Cook...",0.09,Positive
일론 머스크,"테슬라, 트럼프 행정부 출범하면 막대한 세금 혜택 받나",https://www.fortunekorea.co.kr/news/articleView.html?idxno=43559," Tesla CEO Elon Musk giving a speech in support of Trump [Photo = Getty Images] Tesla CEO Elon Musk appears to have accepted the idea that he could work in the Trump administration. But if he were to take a Cabinet position or run his proposed 'Government Efficiency Unit,' federal agencies like SpaceX and Tesla... ",2024-10-28,"Tesla CEO Elon Musk giving a speech in support of Trump  Photo   Getty Images  Tesla CEO Elon Musk appears to have accepted the idea that he could work in the Trump administration. But if he were to take a Cabinet position or run his proposed  Government Efficiency Unit,  federal agencies like SpaceX and Tesla...",0.86,Positive
일론 머스크,"글로벌 칼럼 | 모든 것이 로봇화된 세상, 인간형 로봇이 필요없는 이유",https://www.itworld.co.kr/news/352895," Elon Musk said at the company's ""We, Robot"" event that Tesla's humanoid robots ""can be teachers, take care of children... walk dogs, mow the lawn, fetch groceries and be friends."" You can serve drinks. ""You can do anything you can imagine,"" he explained. ⓒ Getty Images Bank In other words... ",2024-10-28,"Elon Musk said at the company s  We, Robot  event that Tesla s humanoid robots  can be teachers, take care of children... walk dogs, mow the lawn, fetch groceries and be friends.  You can serve drinks.  You can do anything you can imagine,  he explained.   Getty Images Bank In other words...",0.74,Positive
일론 머스크,"머스크, '과거 美 불법노동' 보도 반박",https://view.asiae.co.kr/article/2024102821301505687," Tesla CEO Elon Musk denied media reports that he had worked illegally in the United States without residency status in the past. According to the American daily Washington Post (WP) on the 27th (local time), Musk took aim at the American daily WP, which first reported on . ",2024-10-28,"Tesla CEO Elon Musk denied media reports that he had worked illegally in the United States without residency status in the past. According to the American daily Washington Post  WP  on the 27th  local time , Musk took aim at the American daily WP, which first reported on .",0.39,Positive
일론 머스크,"이재용, '회장 취임 2주년'에 정의선·조현범·도요타 회장과 만났다......",https://www.greened.kr/news/articleView.html?idxno=319698,"Samsung Electronics Chairman Lee Jae-yong is taking a commemorative photo with Tesla CEO Elon Musk (4th from the left), who visited the Samsung Electronics North American Semiconductor Research Center in California, USA, on May 10 (local time) last year. In May of last year, Chairman Lee Jae-yong met with Tesla CEO Elon Musk and discussed cooperation in areas such as automotive semiconductors. At the beginning of this month...",2024-10-28,"Samsung Electronics Chairman Lee Jae yong is taking a commemorative photo with Tesla CEO Elon Musk  4th from the left , who visited the Samsung Electronics North American Semiconductor Research Center in California, USA, on May 10  local time  last year. In May of last year, Chairman Lee Jae yong met with Tesla CEO Elon Musk and discussed cooperation in areas such as automotive semiconductors. At the beginning of this month...",0.0,Neutral
일론 머스크,정의선·도요다 만남에 이재용 미소…깊어지는 미래車 밀월 [biz-플러스...,https://www.sedaily.com/NewsView/2DFQS12EXL,"He met with Tesla CEO Elon Musk during a business trip to the U.S. in May last year and discussed ways to cooperate. Samsung Electronics is also developing next-generation information technology (IT), including joint development of fully autonomous driving semiconductors with Tesla. Previously, in December 2022, we met with BMW Group Chairman Oliver Chipse, who visited Korea, to present BMW's latest flagship equipped with Samsung SDI's P5 battery cell...",2024-10-28,"He met with Tesla CEO Elon Musk during a business trip to the U.S. in May last year and discussed ways to cooperate. Samsung Electronics is also developing next generation information technology  IT , including joint development of fully autonomous driving semiconductors with Tesla. Previously, in December 2022, we met with BMW Group Chairman Oliver Chipse, who visited Korea, to present BMW s latest flagship equipped with Samsung SDI s P5 battery cell...",0.1,Positive
일론 머스크,"""상위 1% 부자가 배출하는 탄소, 지구촌 기아·빈곤 부채질""",https://www.yna.co.kr/view/AKR20241028146000009?input=1195m," The amount of carbon dioxide emitted annually by Tesla CEO Elon Musk's two private jets was analyzed to be equivalent to the amount emitted by an ordinary person over 834 years. Oxfam said: “The extravagant lifestyles of the richest people and extreme carbon emissions from polluting investments are fueling inequality, hunger and endangering lives... ",2024-10-28,"The amount of carbon dioxide emitted annually by Tesla CEO Elon Musk s two private jets was analyzed to be equivalent to the amount emitted by an ordinary person over 834 years. Oxfam said   The extravagant lifestyles of the richest people and extreme carbon emissions from polluting investments are fueling inequality, hunger and endangering lives...",0.34,Positive
일론 머스크,"버핏, 그가 정치와 거리 두는 이유",https://www.businessplus.kr/news/articleView.html?idxno=72805,"Elon Musk, CEO of Tesla / Photo = AFP Yonhap News With the presidential election just around the corner, attention cannot help but be focused on which candidate the leading figures in the economic and financial world support. Tesla CEO Elon Musk is actively campaigning for Trump in this presidential election. On the other hand, there is a certain degree of deviation from political donations...",2024-10-28,"Elon Musk, CEO of Tesla   Photo   AFP Yonhap News With the presidential election just around the corner, attention cannot help but be focused on which candidate the leading figures in the economic and financial world support. Tesla CEO Elon Musk is actively campaigning for Trump in this presidential election. On the other hand, there is a certain degree of deviation from political donations...",0.95,Positive
일론 머스크,트럼프 재선시 '알트코인' 수혜…국내 시장·거래소 기대감,https://www.ebn.co.kr/news/articleView.html?idxno=1641492,"There is still room for upside for 'Dogecoin' in that Elon Musk, who supports candidate Trump, is leaving open the possibility of participating in the Trump administration. In addition, it is known that 'World Liberty Financial', a DeFi project led by the Trump family, is currently experiencing a slump in recruitment, but the situation when elected is...",2024-10-28,"There is still room for upside for  Dogecoin  in that Elon Musk, who supports candidate Trump, is leaving open the possibility of participating in the Trump administration. In addition, it is known that  World Liberty Financial , a DeFi project led by the Trump family, is currently experiencing a slump in recruitment, but the situation when elected is...",0.45,Positive
일론 머스크,“트럼프 승리하면 테슬라 中사업 시험대에”,https://news.heraldcorp.com/view.php?ud=20241028050468,"If former US Republican presidential candidate Donald Trump is re-elected, the Chinese business of Tesla, an electric car company led by Elon Musk, is expected to be tested. As Musk has publicly supported former President Trump, who has predicted a confrontation with China by threatening to impose high tariffs, Tesla's...",2024-10-28,"If former US Republican presidential candidate Donald Trump is re elected, the Chinese business of Tesla, an electric car company led by Elon Musk, is expected to be tested. As Musk has publicly supported former President Trump, who has predicted a confrontation with China by threatening to impose high tariffs, Tesla s...",-0.68,Negative
일론 머스크,"트럼프, 경합주 대신 '적진' 뉴욕서 유세…멜라니아 첫 등장",https://news.tvchosun.com/site/data/html_dir/2024/10/28/2024102890281.html," You are fired."" Trump's allies, including Tesla CEO Elon Musk and Robert Kennedy Jr., showed up in full force, but a supporter's comments regarding immigration policy were embroiled in controversy. Tony Hinchcliffe / Comedian ""There's literally trash in the middle of the ocean right now. There is a floating island. Yes, the one called Puerto Rico... ",2024-10-28,"You are fired.  Trump s allies, including Tesla CEO Elon Musk and Robert Kennedy Jr., showed up in full force, but a supporter s comments regarding immigration policy were embroiled in controversy. Tony Hinchcliffe   Comedian  There s literally trash in the middle of the ocean right now. There is a floating island. Yes, the one called Puerto Rico...",0.81,Positive
일론 머스크,트럼프 싫다던 이 사람들…당선 가능성에 “우리 좀 잘 봐주세요”,https://www.mk.co.kr/article/11152338,"Former President Trump's representative supporter of big tech companies includes Tesla CEO Elon Musk. In the middle of this month, Musk sparked controversy over plutocracy by announcing that he would draw one Republican supporter every day until the 5th of next month, which is election day, and give him $1 million (about 1.39 billion won). In addition, he donated at least $118 million (163 billion won) to support former President Trump...",2024-10-28,"Former President Trump s representative supporter of big tech companies includes Tesla CEO Elon Musk. In the middle of this month, Musk sparked controversy over plutocracy by announcing that he would draw one Republican supporter every day until the 5th of next month, which is election day, and give him  1 million  about 1.39 billion won . In addition, he donated at least  118 million  163 billion won  to support former President Trump...",0.92,Positive
일론 머스크,"美 대선 비용 22조 '돈잔치'…WSJ ""비싸고 오래 걸리고 짜증나""",https://www.joongang.co.kr/article/25287527," The source of most of these astronomical political funds are large donors such as Tesla CEO Elon Musk. According to Open Secrets, during the 2004 U.S. election, there were only 23 political donors who donated more than $1 million (about 1.39 billion won), but in this election, 408 people donated a total of $2.3 billion... . ",2024-10-28,"The source of most of these astronomical political funds are large donors such as Tesla CEO Elon Musk. According to Open Secrets, during the 2004 U.S. election, there were only 23 political donors who donated more than  1 million  about 1.39 billion won , but in this election, 408 people donated a total of  2.3 billion... .",0.33,Positive
일론 머스크,"머스크 ""트럼프 당선되면 내가 예산 2조 달러 줄여줄 것""",https://www.moneys.co.kr/article/2024102814541147953,"Tesla CEO Elon Musk claimed that if former U.S. President Donald Trump, the Republican candidate, is elected in the U.S. presidential election, he could save the country $2 trillion (about 2,770 trillion won) by becoming chairman of the Efficiency Committee. According to U.S. media outlets on the 27th (local time), on this day, Musk attended a Trump event held at Madison Square Garden in New York...",2024-10-28,"Tesla CEO Elon Musk claimed that if former U.S. President Donald Trump, the Republican candidate, is elected in the U.S. presidential election, he could save the country  2 trillion  about 2,770 trillion won  by becoming chairman of the Efficiency Committee. According to U.S. media outlets on the 27th  local time , on this day, Musk attended a Trump event held at Madison Square Garden in New York...",0.86,Positive
일론 머스크,[토마토레터 제528호] 주먹구구 기후댐…4대강 판박이?,http://www.newstomato.com/ReadNews.aspx?no=1243451&inflow=N,"As a result, Tesla CEO Elon Musk's assets also increased by $33.5 billion (approximately 46.2635 trillion won) in one day. As a result, Musk's wealth increased to $270.3 billion (KRW 373.2843 trillion). ☞ Related article Intel wins a 1.5 trillion won lawsuit to save Intel in crisis Intel has won a lawsuit worth 1.5 trillion won after a 15-year battle with the European Union (EU). 24th (local time)...",2024-10-28,"As a result, Tesla CEO Elon Musk s assets also increased by  33.5 billion  approximately 46.2635 trillion won  in one day. As a result, Musk s wealth increased to  270.3 billion  KRW 373.2843 trillion .   Related article Intel wins a 1.5 trillion won lawsuit to save Intel in crisis Intel has won a lawsuit worth 1.5 trillion won after a 15 year battle with the European Union  EU . 24th  local time ...",0.97,Positive
일론 머스크,트럼프 집회서 주먹 불끈 쥔 머스크 테슬라 CEO,https://www.news1.kr/photos/6952962,"Tesla CEO Elon Musk clenches his fists while attending the election rally of former President Donald Trump, the Republican presidential candidate, held near Madison Square Garden in New York on the 27th (local time). 2024.10.28 ⓒ AFP=News 1",2024-10-28,"Tesla CEO Elon Musk clenches his fists while attending the election rally of former President Donald Trump, the Republican presidential candidate, held near Madison Square Garden in New York on the 27th  local time . 2024.10.28   AFP News 1",0.0,Neutral
일론 머스크,민주당 텃밭' 맞아?‥트럼프 지지자로 뉴욕 '인산인해',https://imnews.imbc.com/replay/2024/nwdesk/article/6650686_36515.html," Speeches were given in support of pro-Trump figures such as Hulk Hogan and Elon Musk, and even the rarely seen First Lady Melania Trump appeared. Former President Trump said he would “save America” with the election and emphasized, “We will build in America, buy American, and hire Americans.” Harsh slander against the opposing candidate continued. [Donald Trump/USA... ",2024-10-28,"Speeches were given in support of pro Trump figures such as Hulk Hogan and Elon Musk, and even the rarely seen First Lady Melania Trump appeared. Former President Trump said he would  save America  with the election and emphasized,  We will build in America, buy American, and hire Americans.  Harsh slander against the opposing candidate continued.  Donald Trump USA...",0.46,Positive
일론 머스크,"비트코인, 4개월만에 7만달러 탈환…美 대선 기대감↑",https://www.smartfn.co.kr/article/view/sfn202410290008," At the same time, Dogecoin, launched by Tesla CEO Elon Musk, soared 14.07% to $0.16. Musk, who publicly supported former President Trump in speeches at campaign rallies, has been pushing Dogecoin since 2021, calling himself ‘Doge Father’. James Butterfill, head of research at CoinShares, said, “The current Bitcoin price and trend... ",2024-10-29,"At the same time, Dogecoin, launched by Tesla CEO Elon Musk, soared 14.07  to  0.16. Musk, who publicly supported former President Trump in speeches at campaign rallies, has been pushing Dogecoin since 2021, calling himself  Doge Father . James Butterfill, head of research at CoinShares, said,  The current Bitcoin price and trend...",0.42,Positive
일론 머스크,"""꼭두각시라 암살도 안 당할 걸?""… 머스크, 해리스 향한 막말",https://www.moneys.co.kr/article/2024102916324164726," Tesla CEO Elon Musk poured out harsh words toward U.S. Democratic presidential candidate Vice President Kamala Harris. On the 28th (local time), the New York Times (NYT) reported on Musk's abusive remarks on the 26th. At a town hall event held in Lancaster, Pennsylvania, on this day, Musk said, ""No one is trying to kill Kamala... ",2024-10-29,"Tesla CEO Elon Musk poured out harsh words toward U.S. Democratic presidential candidate Vice President Kamala Harris. On the 28th  local time , the New York Times  NYT  reported on Musk s abusive remarks on the 26th. At a town hall event held in Lancaster, Pennsylvania, on this day, Musk said,  No one is trying to kill Kamala...",-0.93,Negative
일론 머스크,"바이든, 대선 8일 앞두고 사전투표…“우리가 이길 것”",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8092466&ref=A," President Biden also asked Tesla CEO Elon Musk, who fully supports former President Trump, his position on giving out a $1 million prize through a lottery to encourage Trump supporters to register to vote in swing states, saying, ""I totally support it."" “It’s inappropriate,” he said. Opinion polls show that President Biden gave up his bid for re-election... ",2024-10-29,"President Biden also asked Tesla CEO Elon Musk, who fully supports former President Trump, his position on giving out a  1 million prize through a lottery to encourage Trump supporters to register to vote in swing states, saying,  I totally support it.   It s inappropriate,  he said. Opinion polls show that President Biden gave up his bid for re election...",0.95,Positive
일론 머스크,비트코인 7만 달러' 소식에 도지코인 급등…이더리움은 '잠잠' [Bit코인...,https://www.etoday.co.kr/news/view/2414015,"This can be interpreted as the effect of Tesla CEO Elon Musk, known as the ‘Dogecoin father’, publicly supporting former President Donald Trump. On the 28th (local time), Musk posted a photo of himself and a Dogecoin image while attending Trump's campaign rally on X. Dogecoin soared after the post was published...",2024-10-29,"This can be interpreted as the effect of Tesla CEO Elon Musk, known as the  Dogecoin father , publicly supporting former President Donald Trump. On the 28th  local time , Musk posted a photo of himself and a Dogecoin image while attending Trump s campaign rally on X. Dogecoin soared after the post was published...",0.44,Positive
